,Name,Date,Star Rating,Title,Feedback
749,abby,Aug 21 at 4:48 AM,5,Free Version Review,The free version of this game has been an absolute blessing!  I was so excited to learn about this game and especially excited when I heard there was a free version.  Your arms will definitely be burning but it’s worth it!
750,Morgan,Sep 16 at 4:43 PM,5,Awesome!,"Awesome workout and songs! Enjoy getting on this app every day for a great, fun exercise!"
751,Precedent1014,Aug 21 at 9:16 PM,2,Needs work,"I was excited to use the app but disappointed. It gave me no real instructions. It didn't take long to figure out what I needed to do. But once it stopped, the music kept playing. I kept waiting for more but it was just the music playing. I'll give it a couple more tries but I'm not too excited about continuing. I'm hoping it gets better."
752,Jace,Oct 3 at 10:30 PM,4,Zach s,Fun game and a good way to stay in shape and pass the time.
753,YPanicker,Aug 21 at 10:11 PM,4,Fun way to learn and sweat,"Ive not done boxing before, but the trainers in the app are good. You dont have to be an expert to do what they say. There is a subscription fees but there are a few free videos too, and you can track your activity. One of my few complaints is I cannot move the pad you hit."
754,Zumi,Sep 26 at 10:33 PM,5,,It is a fun game if you like boxing.
755,Katherine Green,Sep 10 at 12:08 AM,5,Nice free version,It seems like a great workout and different coaches with speed etc...I really enjoyed it I might buy the premium version
756,Ainz,Sep 14 at 9:39 PM,5,Great workout,"Really like this app, lots of choice on even the basic version and gives a really good workout."
757,Dreamfinder,Sep 26 at 1:46 AM,3,Ok Needs Improvement,"The UI seemed odd, could not find many workout. And it didn’t seem to get my heart rate up like some other VR workouts"
758,Matthew,Aug 29 at 12:47 AM,4,A free workout,This is a great app for exercising and a good way to learn how to box but the reason i get it 4 stars instead of 5 is because the free version doesn't have many exercises and I would like a bit more but other than that it's a great game
759,he snapz,Sep 15 at 2:50 PM,5,Get in shape,This game will make you sweat and get in shape NOT TO MENTION great selection of music!!
760,James C. Marler,Sep 15 at 3:21 AM,5,Awesome app!,This is great if you don't have time to go to the gym and its a lot easier on your hands too!
761,Pride Family,Sep 14 at 11:28 PM,5,Liteboxer Review,This is a very fun game and I love the fact that there are songs available for the workouts.
762,JUSTIN,Sep 22 at 12:51 PM,3,Decent,"Solid game , great top tier soundtrack. Punch markers seem of sync or off beat sometimes. A lot of room for improvement great concept"
763,MAD Moose,Oct 11 at 7:56 AM,1,,Free version will not load
764,Vik,Aug 3 at 9:36 PM,5,Great workout even for the 'free' users,we downloaded this as a family and now we have become pretty competitive. we've not had it long but we are enjoying it. You can purchase monthly or yearly subscriptions but we are just using the free option at the moment. The songs on there for the free users are pretty catchy and definitely something for everyone.
765,MJ,Aug 3 at 11:04 PM,5,Great choice for fun FREE workout!,"This game has a free version for casual users and is easy to use. It actually trains you while you are having fun and literally working out!! 
It gives you targets to hit the whole time encouraging you to keep going. I love the one where you choose from a list of songs and workout for the duration of that song. It keeps track of your accomplishments as well. I would definitely recommend this game to anyone looking to learn to box, work out, and have fun all at the same time."
766,ItsWizz,Sep 3 at 2:31 PM,4,Love the Trainers beside me,"I really enjoy the Trainers talking me through the workout. Keeps me focused, & pumped. I also enjoy how simple they keep it. The progression in workouts are steady & make me feel somewhat accomplished."
767,RusBigGunsMcGraw,Sep 20 at 11:21 PM,5,Great game,Love playing this game. Great exercises you can do anytime.
768,Matt,"May 5, 2022 at 11:33 PM",5,THERE IS A FREE MEMBERSHIP OPTION NOW!!,"I hope that grabbed your attention!

If you gave this program a low rating before because of the price, or you were hesitant to try it because of the price, try the free version out now. They’ve done so much work on this game in the past month - its great!!"
769,Riverkeeper,Aug 2 at 9:28 PM,5,Good honest sweaty fun!,"Got back into my quest after a while of it sitting on a shelf. Decided I needed something to help get me moving again. This turned up and I downloaded it. The free content is really good, plenty to get you started. Good haptic feedback so it does feel like you have hit a pad. The virtual instructors are good and the free visuals good. Not tried the paid content yet but it looks like there is a lot in there to keep you body combat happy."
770,Janet,Sep 19 at 9:29 PM,5,Loved it!!,Great workout and really fun. I'm so glad I got it 👍 🙌
771,SuperIdol949,Sep 26 at 3:24 AM,5,Very fun,Very good app for working out
772,Issac,Sep 11 at 9:37 PM,5,Boxing,"Boxing app is great 
My son really liked it and got a great work out for it 
Def worth recommending"
773,Tisadas4,Sep 8 at 4:04 PM,5,More enjoyable than I expected,This experience turned out to be a ton more fun then I thought it would be! We will be starting a subscription.
774,Michael Gazerwitz,Aug 28 at 5:15 AM,5,Great boxing Workout,This app simulates boxing and gives you an amazing work out.  The song selection is amazing and deep and makes working out with this program addicting I give it 5 Stars!!!
775,Bryseida,Sep 15 at 7:08 AM,5,,Definitely a great way to workout and jam out all in one :) definitely recommend
776,Dree,Aug 1 at 11:31 PM,5,Great Workout! Even for Older Adults.,I really enjoy this Lit Boxing since its challenging and fun. My hubby is 65 plus and finds the instructions easy to follow. Wish the targets vould fladh numbers with punching. It easy to follow and catch on to the routines. Treat yourself to a fun workout with some sweating. We appreciate the free version and might upgrade. Hope to free version put more workouts into the app. We will recommend to our  friends and family.
777,PWE6500,Sep 24 at 3:48 PM,5,Nice,Easy to use and great cardio
778,Boltieboi,Aug 8 at 11:37 PM,5,a fun workout,"Its a fun yet simple workout activity i highly recommend this app if you want to work out, lose weight, or just simply learn to box. There are some slight issues with the hit boxes but these bugs aren't that big of a deal since you can work your way around them."
779,Breac,Aug 17 at 11:05 PM,5,AMAZING APP,I just got my oculus a week ago and have already seen durastic improvements to my boxing and i would highly recommend this app ( ITS FREE ) i wiuld have happily paid up to £20 for this game but i dont need to. 10/10
780,Brian,Aug 1 at 5:46 AM,5,Good start to an Excellent workout app,"This app shouldn't be confused as game app more of a fun workout app. One thing to consider is this workout app may not be for everyone  we all have our favorite activities we do best at. Some sort of fun physical exercise we like doing. If boxing catches your eye or like the challenge of boxing in any style this workout app could be for you. It is a form of sport training that if you enjoy it than you may favor this app.
I am enjoying it so far it is quite different than just hitting a heavy bag or going to a kick boxing class. I see from the reviews some mixed feelings to this workout app. Don't  let negativity effect your try and seeking for yourself if you like it or not they have a Basic plan that is free to use so that you really don't  have anything to lose.

Some things I like to see in future of this workout:
I know at start of the workout the instructor give you some basic instructions for the particular workout. 
But  I like to see a tutorial and practice sessions  separately to be able  to get a better feel of the lite boxer. So we see more of good hits and bad its also  Is gaging distance we should be at the light boxer.

If we owned the Light box stand or wall  we have the ability to add number stickers to it until we get acquainted with the light number position. It be nice to see an option in setting to put a number overlay on the light boxer this way we can easily acquaint ourselves with the light boxer.

I think it be nice to have voice  command added.

That would  be my only suggestions I have to an already start of an excellent  workout  app.

Keep up the good work in your Lite Boxer VR
Brian"
781,Joe Kem King,Sep 27 at 9:49 PM,5,Great Program,I love it!
782,Eamkie,Aug 6 at 5:17 AM,5,Free Version is amazing,"This game is pretty good especially now that you can play without having to apply for the membership. 

It is easy enough to catch up to in the Easy Mode. It let's you know how you're streaks are going and doubles your points. 

Super fun and song choices keep me energized!"
783,MannaOne,Aug 22 at 9:16 PM,5,Makes working out fun!,Great music to box to with just enough challenge to keep you coming back for more. I was impressed with the simplicity of the interface and the fun factor of trying to beat my best score!
784,HekG,Aug 30 at 2:42 AM,4,Work it!,This VR app has helped me jumpstart my weight loss regimen! I love that I can just use the demo for the time being and once I’m ready to ramp it up I have the option to pay for a monthly subscription￼. ￼
